"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession",Location
rs12063100-<b>?</b>,"5 x 10-7",(Het),NR,'-,'-,'-,"AL691515.2, AL691515.1","Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,1:188865413
rs59922837-<b>?</b>,"4 x 10-6",(Het),NR,'-,'-,'-,"AC079150.1, LINC01850","Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,2:153318921
rs4077408-<b>A</b>,"8 x 10-6",(EA),0.69,'-,"0.25 unit increase",[NR],HHAT,"Cardiovascular disease in hypertension (ACE inhibitor interaction)","hypertension, cardiovascular disease, response to angiotensin-converting enzyme inhibitor",GCST003186,1:210587100
rs3768939-<b>A</b>,"9 x 10-7",(EA),0.19,'-,"0.35 unit decrease",'-,AGAP1,"Cardiovascular disease in hypertension (calcium channel blocker interaction)","hypertension, cardiovascular disease, response to calcium channel blocker",GCST003205,2:236081413
rs7751419-<b>T</b>,"3 x 10-6",(EA),0.29,'-,"0.26 unit increase",'-,"KCNK5, SAYSD1","Cardiovascular disease in hypertension (calcium channel blocker interaction)","hypertension, cardiovascular disease, response to calcium channel blocker",GCST003205,6:39147637
rs145054295-<b>?</b>,"4 x 10-8",,NR,'-,"0.4254598 unit decrease",[0.27-0.58],AP003066.1,Hypertension,hypertension,GCST008036,11:96709521
rs2342883-<b>?</b>,"2 x 10-8",,NR,'-,"0.093572 unit decrease",[0.061-0.126],FGD5,Hypertension,hypertension,GCST008036,3:14869013
rs79105258-<b>A</b>,"9 x 10-31","(East Asian)",0.2526,'-,"0.1707 unit decrease",[0.14-0.2],CUX2,Hypertension,hypertension,GCST007707,12:111280427
rs17004869-<b>A</b>,"7 x 10-12",(Japanese),0.8721,'-,"0.1695 unit decrease",[0.12-0.22],FGF5,Hypertension,hypertension,GCST007707,4:80283879
rs10857147-<b>A</b>,"2 x 10-23",(Japanese),0.6987,'-,"0.1584 unit decrease",[0.13-0.19],"FGF5, PRDM8",Hypertension,hypertension,GCST007707,4:80259918
rs3774427-<b>C</b>,"1 x 10-13",(Japanese),0.8785,'-,"0.1478 unit decrease",[0.11-0.19],CACNA1D,Hypertension,hypertension,GCST007707,3:53531601
rs16998073-<b>A</b>,"3 x 10-29","(East Asian)",0.6991,'-,"0.1444 unit decrease",[0.12-0.17],"PRDM8, FGF5",Hypertension,hypertension,GCST007707,4:80263187
rs880315-<b>T</b>,"7 x 10-24","(East Asian)",0.3194,'-,"0.1224 unit decrease",[0.099-0.146],CASZ1,Hypertension,hypertension,GCST007707,1:10736809
rs1731243-<b>T</b>,"2 x 10-18","(East Asian)",0.2465,'-,"0.1215 unit decrease",[0.094-0.149],KCNK3,Hypertension,hypertension,GCST007707,2:26707543
rs112913898-<b>A</b>,"9 x 10-13",(Japanese),0.2506,'-,"0.1202 unit decrease",[0.087-0.153],"ST13P13, NT5C2",Hypertension,hypertension,GCST007707,10:103199143
rs1731249-<b>A</b>,"5 x 10-14",(Japanese),0.2268,'-,"0.1198 unit decrease",[0.089-0.151],KCNK3,Hypertension,hypertension,GCST007707,2:26697157
rs1275988-<b>T</b>,"1 x 10-13",(Japanese),0.2214,'-,"0.1177 unit decrease",[0.087-0.149],"KCNK3, AC015977.1",Hypertension,hypertension,GCST007707,2:26691496
rs1973765-<b>T</b>,"4 x 10-16","(East Asian)",0.2554,'-,"0.1157 unit decrease",[0.088-0.144],LSP1,Hypertension,hypertension,GCST007707,11:1877434
rs1902859-<b>T</b>,"4 x 10-14",(Japanese),0.6674,'-,"0.112 unit decrease",[0.083-0.141],"FGF5, PRDM8",Hypertension,hypertension,GCST007707,4:80236549
rs12219304-<b>C</b>,"1 x 10-12","(East Asian)",0.248,'-,"0.0968 unit decrease",[0.07-0.123],NT5C2,Hypertension,hypertension,GCST007707,10:103171827
rs17046380-<b>T</b>,"2 x 10-10","(East Asian)",0.816,'-,"0.0968 unit decrease",[0.067-0.127],EML6,Hypertension,hypertension,GCST007707,2:54814185
rs6969780-<b>C</b>,"2 x 10-9",,0.122,'-,"6.018746 z score increase",'-,"HOXA3, HOXA-AS2",Hypertension,hypertension,GCST006229,7:27119517
rs891511-<b>A</b>,"3 x 10-9",,0.37,'-,"5.9536796 z score decrease",'-,NOS3,Hypertension,hypertension,GCST006229,7:151007755
rs11537751-<b>T</b>,"7 x 10-8",,0.048,'-,"5.3932295 z score increase",'-,"PTPMT1, NDUFS3",Hypertension,hypertension,GCST006229,11:47565900
rs7302981-<b>A</b>,"5 x 10-10",,0.341,'-,"6.226642 z score increase",'-,"CERS5, AC074032.1",Hypertension,hypertension,GCST006229,12:50144032
rs167479-<b>T</b>,"1 x 10-14",,0.451,'-,"7.721299 z score decrease",'-,RGL3,Hypertension,hypertension,GCST006229,19:11416089
rs28495639-<b>A</b>,"8 x 10-10","(East Asian)",0.1868,'-,"0.0966 unit decrease",[0.066-0.127],USP8,Hypertension,hypertension,GCST007707,15:50464426
rs569550-<b>T</b>,"1 x 10-8",(Japanese),0.2263,'-,"0.0954 unit decrease",[0.062-0.128],"AC051649.1, LSP1",Hypertension,hypertension,GCST007707,11:1865838
rs8039305-<b>T</b>,"7 x 10-9","(East Asian)",0.857,'-,"0.0948 unit decrease",[0.063-0.127],FURIN,Hypertension,hypertension,GCST007707,15:90879313
rs35443-<b>C</b>,"4 x 10-10",(Japanese),0.2547,'-,"0.0934 unit decrease",[0.064-0.123],"AC008125.1, AC078880.1",Hypertension,hypertension,GCST007707,12:115115073
rs35434-<b>A</b>,"4 x 10-12","(East Asian)",0.2541,'-,"0.0906 unit decrease",[0.065-0.116],"AC008125.1, AC078880.1",Hypertension,hypertension,GCST007707,12:115116871
rs4462906-<b>T</b>,"1 x 10-7",(Japanese),0.7078,'-,"0.0881 unit decrease",[0.055-0.121],"AC137675.2, AC098614.1",Hypertension,hypertension,GCST007707,3:27551369
rs9907379-<b>T</b>,"5 x 10-13","(East Asian)",0.3334,'-,"0.0872 unit decrease",[0.063-0.111],LINC02875,Hypertension,hypertension,GCST007707,17:61412532
rs1859168-<b>A</b>,"4 x 10-10",(Japanese),0.3893,'-,"0.0866 unit decrease",[0.059-0.114],HOTTIP,Hypertension,hypertension,GCST007707,7:27202740
rs12715461-<b>A</b>,"3 x 10-14","(East Asian)",0.5486,'-,"0.0858 unit decrease",[0.064-0.108],CACNA1D,Hypertension,hypertension,GCST007707,3:53544856
rs62524579-<b>A</b>,"6 x 10-7",(Japanese),0.3776,'-,"0.0841 unit decrease",[0.051-0.117],"CYP11B2, LY6E-DT",Hypertension,hypertension,GCST007707,8:142979538
rs17030613-<b>A</b>,"1 x 10-10",(Japanese),0.5155,'-,"0.0835 unit decrease",[0.058-0.109],CAPZA1,Hypertension,hypertension,GCST007707,1:112648185
rs1333047-<b>A</b>,"5 x 10-8",(Japanese),0.3359,'-,"0.0811 unit decrease",[0.052-0.11],CDKN2B-AS1,Hypertension,hypertension,GCST007707,9:22124505
rs12679242-<b>T</b>,"2 x 10-11","(East Asian)",0.3397,'-,"0.0804 unit decrease",[0.057-0.104],CYP11B2,Hypertension,hypertension,GCST007707,8:142916672
rs2305013-<b>A</b>,"5 x 10-6","(East Asian)",0.852,'-,"0.0796 unit decrease",[0.045-0.114],ARHGEF12,Hypertension,hypertension,GCST007707,11:120469351
rs604723-<b>T</b>,"8 x 10-10",(Japanese),0.5467,'-,"0.0795 unit decrease",[0.054-0.105],ARHGAP42,Hypertension,hypertension,GCST007707,11:100739815
rs6461992-<b>A</b>,"1 x 10-8",(Japanese),0.366,'-,"0.0793 unit decrease",[0.052-0.107],HOXA11,Hypertension,hypertension,GCST007707,7:27181212
rs62525059-<b>A</b>,"2 x 10-8",(Japanese),0.3638,'-,"0.0787 unit decrease",[0.051-0.106],GML,Hypertension,hypertension,GCST007707,8:142901545
rs12630213-<b>T</b>,"2 x 10-7",(Japanese),0.505,'-,"0.0767 unit decrease",[0.048-0.106],FGD5,Hypertension,hypertension,GCST007707,3:14912904
rs16896398-<b>A</b>,"1 x 10-7",(Japanese),0.654,'-,"0.0742 unit decrease",[0.047-0.101],"TTBK1, SLC22A7",Hypertension,hypertension,GCST007707,6:43294966
rs4722675-<b>A</b>,"5 x 10-10","(East Asian)",0.3866,'-,"0.0735 unit decrease",[0.05-0.097],HOTTIP,Hypertension,hypertension,GCST007707,7:27204343
rs16849225-<b>T</b>,"2 x 10-7",(Japanese),0.3809,'-,"0.0727 unit decrease",[0.045-0.1],AC016766.1,Hypertension,hypertension,GCST007707,2:164050310
rs13139571-<b>A</b>,"6 x 10-6",(Japanese),0.2447,'-,"0.0719 unit decrease",[0.041-0.103],GUCY1A1,Hypertension,hypertension,GCST007707,4:155724361
rs180912-<b>T</b>,"2 x 10-9","(East Asian)",0.5777,'-,"0.071 unit decrease",[0.048-0.094],"NHLRC2, ADRB1",Hypertension,hypertension,GCST007707,10:113982069
rs661348-<b>T</b>,"7 x 10-8",(Japanese),0.438,'-,"0.0698 unit decrease",[0.044-0.095],LSP1,Hypertension,hypertension,GCST007707,11:1884062
rs4910498-<b>A</b>,"9 x 10-9","(East Asian)",0.6409,'-,"0.0687 unit decrease",[0.045-0.092],SWAP70,Hypertension,hypertension,GCST007707,11:9743956
rs17249754-<b>A</b>,"9 x 10-7",(Japanese),0.3732,'-,"0.0681 unit decrease",[0.041-0.095],ATP2B1,Hypertension,hypertension,GCST007707,12:89666809
rs10948071-<b>T</b>,"1 x 10-6",(Japanese),0.6498,'-,"0.068 unit decrease",[0.041-0.095],ZNF318,Hypertension,hypertension,GCST007707,6:43312975
rs10069554-<b>T</b>,"2 x 10-8","(East Asian)",0.5951,'-,"0.0666 unit decrease",[0.043-0.09],AC010343.3,Hypertension,hypertension,GCST007707,5:33204354
rs16849211-<b>T</b>,"2 x 10-6",(Japanese),0.36,'-,"0.0657 unit decrease",[0.038-0.093],AC016766.1,Hypertension,hypertension,GCST007707,2:164043173
rs6825911-<b>T</b>,"5 x 10-6",(Japanese),0.4718,'-,"0.0633 unit decrease",[0.036-0.091],ENPEP,Hypertension,hypertension,GCST007707,4:110460482
rs1327235-<b>A</b>,"3 x 10-6",(Japanese),0.5068,'-,"0.0608 unit decrease",[0.036-0.086],AL050403.2,Hypertension,hypertension,GCST007707,20:10988382
rs12579720-<b>C</b>,"3 x 10-6",(Japanese),0.5058,'-,"0.0606 unit decrease",[0.035-0.086],LINC02398,Hypertension,hypertension,GCST007707,12:20020830
rs284844-<b>A</b>,"5 x 10-6",(Japanese),0.519,'-,"0.0589 unit decrease",[0.034-0.084],WBP1L,Hypertension,hypertension,GCST007707,10:102794772
rs6021247-<b>A</b>,"6 x 10-8","(East Asian)",0.5601,'-,"0.0603 unit increase",[0.039-0.082],NFATC2,Hypertension,hypertension,GCST007707,20:51492442
rs1887320-<b>A</b>,"1 x 10-6",(Japanese),0.485,'-,"0.0625 unit increase",[0.037-0.088],AL050403.2,Hypertension,hypertension,GCST007707,20:10985350
rs9375459-<b>T</b>,"2 x 10-8","(East Asian)",0.4425,'-,"0.0626 unit increase",[0.041-0.084],AL356534.1,Hypertension,hypertension,GCST007707,6:126826559
rs1105956-<b>A</b>,"4 x 10-6",(Japanese),0.428,'-,"0.0641 unit increase",[0.037-0.091],AL356534.1,Hypertension,hypertension,GCST007707,6:126825734
rs217727-<b>A</b>,"4 x 10-6",(Japanese),0.3913,'-,"0.0644 unit increase",[0.037-0.092],H19,Hypertension,hypertension,GCST007707,11:1995678
rs751984-<b>T</b>,"5 x 10-7",(Japanese),0.4601,'-,"0.0648 unit increase",[0.04-0.09],LRRC10B,Hypertension,hypertension,GCST007707,11:61510774
rs31864-<b>A</b>,"3 x 10-6",(Japanese),0.3414,'-,"0.0651 unit increase",[0.038-0.092],EBF1,Hypertension,hypertension,GCST007707,5:158793185
rs11230728-<b>A</b>,"5 x 10-9","(East Asian)",0.4619,'-,"0.0652 unit increase",[0.043-0.087],LRRC10B,Hypertension,hypertension,GCST007707,11:61510226
rs66978877-<b>T</b>,"5 x 10-9","(East Asian)",0.5458,'-,"0.0661 unit increase",[0.044-0.088],PGPEP1,Hypertension,hypertension,GCST007707,19:18344847
rs6536088-<b>A</b>,"2 x 10-9","(East Asian)",0.5549,'-,"0.0665 unit increase",[0.045-0.088],"GUCY1B1, AC104083.1",Hypertension,hypertension,GCST007707,4:155745839
rs2681472-<b>A</b>,"1 x 10-6",(Japanese),0.6231,'-,"0.0668 unit increase",[0.04-0.094],ATP2B1,Hypertension,hypertension,GCST007707,12:89615182
rs13002573-<b>A</b>,"2 x 10-6",(Japanese),0.6396,'-,"0.0668 unit increase",[0.04-0.094],AC016766.1,Hypertension,hypertension,GCST007707,2:164058698
rs2681492-<b>T</b>,"1 x 10-6",(Japanese),0.6238,'-,"0.0669 unit increase",[0.04-0.094],ATP2B1,Hypertension,hypertension,GCST007707,12:89619312
rs12579302-<b>A</b>,"1 x 10-6",(Japanese),0.6261,'-,"0.0671 unit increase",[0.04-0.094],ATP2B1,Hypertension,hypertension,GCST007707,12:89656726
rs11105364-<b>T</b>,"1 x 10-6",(Japanese),0.6258,'-,"0.0673 unit increase",[0.04-0.095],ATP2B1,Hypertension,hypertension,GCST007707,12:89675499
rs6590816-<b>A</b>,"8 x 10-7",(Japanese),0.4023,'-,"0.0684 unit increase",[0.041-0.096],ARHGAP42,Hypertension,hypertension,GCST007707,11:100730902
rs1401982-<b>A</b>,"7 x 10-7",(Japanese),0.6184,'-,"0.0689 unit increase",[0.042-0.096],ATP2B1,Hypertension,hypertension,GCST007707,12:89595822
rs8098380-<b>A</b>,"7 x 10-7",(Japanese),0.5572,'-,"0.0689 unit increase",[0.042-0.096],"YES1, ENOSF1",Hypertension,hypertension,GCST007707,18:721563
rs8101673-<b>T</b>,"3 x 10-8","(East Asian)",0.3336,'-,"0.0691 unit increase",[0.045-0.093],MYO9B,Hypertension,hypertension,GCST007707,19:17116525
rs2240736-<b>T</b>,"6 x 10-7",(Japanese),0.3931,'-,"0.07 unit increase",[0.043-0.097],"TBX2-AS1, TBX2",Hypertension,hypertension,GCST007707,17:61408032
rs820430-<b>A</b>,"4 x 10-7",(Japanese),0.3614,'-,"0.0702 unit increase",[0.043-0.097],"AC099535.1, RNU1-96P",Hypertension,hypertension,GCST007707,3:27507409
rs1563788-<b>T</b>,"4 x 10-7",(Japanese),0.348,'-,"0.0705 unit increase",[0.043-0.098],ZNF318,Hypertension,hypertension,GCST007707,6:43340625
rs13112725-<b>C</b>,"2 x 10-6",(Japanese),0.6421,'-,"0.0707 unit increase",[0.041-0.1],NPNT,Hypertension,hypertension,GCST007707,4:105990585
rs6712094-<b>A</b>,"3 x 10-7",(Japanese),0.6763,'-,"0.0711 unit increase",[0.044-0.098],AC016766.1,Hypertension,hypertension,GCST007707,2:164186950
rs6506537-<b>T</b>,"4 x 10-9","(East Asian)",0.6693,'-,"0.0714 unit increase",[0.048-0.095],YES1,Hypertension,hypertension,GCST007707,18:794272
rs2270860-<b>T</b>,"2 x 10-7",(Japanese),0.3456,'-,"0.0724 unit increase",[0.045-0.1],"SLC22A7, CRIP3",Hypertension,hypertension,GCST007707,6:43302413
rs7297206-<b>T</b>,"4 x 10-8","(East Asian)",0.762,'-,"0.0746 unit increase",[0.048-0.101],ATP2B1,Hypertension,hypertension,GCST007707,12:89625452
rs10184428-<b>A</b>,"5 x 10-11","(East Asian)",0.5736,'-,"0.0783 unit increase",[0.055-0.102],AC016766.1,Hypertension,hypertension,GCST007707,2:164155317
rs6590812-<b>A</b>,"1 x 10-12","(East Asian)",0.4519,'-,"0.0787 unit increase",[0.057-0.1],ARHGAP42,Hypertension,hypertension,GCST007707,11:100711497
rs633185-<b>C</b>,"5 x 10-10",(Japanese),0.4527,'-,"0.0803 unit increase",[0.055-0.106],ARHGAP42,Hypertension,hypertension,GCST007707,11:100722807
rs2649044-<b>T</b>,"4 x 10-8",(Japanese),0.3653,'-,"0.0815 unit increase",[0.052-0.111],SWAP70,Hypertension,hypertension,GCST007707,11:9742422
rs1004467-<b>A</b>,"5 x 10-9",(Japanese),0.6765,'-,"0.0816 unit increase",[0.054-0.109],CYP17A1,Hypertension,hypertension,GCST007707,10:102834750
rs6969780-<b>C</b>,"5 x 10-6",(Japanese),0.1578,'-,"0.082 unit increase",[0.047-0.117],"HOXA3, HOXA-AS2",Hypertension,hypertension,GCST007707,7:27119517
rs2125067-<b>C</b>,"9 x 10-6","(East Asian)",0.1207,'-,"0.0828 unit increase",[0.046-0.119],GDF10,Hypertension,hypertension,GCST007707,10:47304942
rs6590811-<b>T</b>,"2 x 10-9",(Japanese),0.4467,'-,"0.0831 unit increase",[0.056-0.11],ARHGAP42,Hypertension,hypertension,GCST007707,11:100708153
rs2067087-<b>C</b>,"1 x 10-9",(Japanese),0.5933,'-,"0.085 unit increase",[0.058-0.112],"HOTTIP, AC004080.16",Hypertension,hypertension,GCST007707,7:27202041
rs5006548-<b>T</b>,"2 x 10-8","(East Asian)",0.1649,'-,"0.0855 unit increase",[0.056-0.115],FGD4,Hypertension,hypertension,GCST007707,12:32539299
rs6418-<b>A</b>,"3 x 10-8",(Japanese),0.7077,'-,"0.0871 unit increase",[0.056-0.118],"GML, CYP11B2",Hypertension,hypertension,GCST007707,8:142914947
rs58244401-<b>A</b>,"3 x 10-13","(East Asian)",0.337,'-,"0.0902 unit increase",[0.066-0.115],FGD5,Hypertension,hypertension,GCST007707,3:14897830
rs10033366-<b>T</b>,"3 x 10-8","(East Asian)",0.2169,'-,"0.0903 unit increase",[0.059-0.122],ENPEP,Hypertension,hypertension,GCST007707,4:110409934
rs2643826-<b>T</b>,"3 x 10-11","(East Asian)",0.374,'-,"0.0906 unit increase",[0.064-0.117],"RNU1-96P, AC137675.1",Hypertension,hypertension,GCST007707,3:27521497
rs4409766-<b>T</b>,"4 x 10-10",(Japanese),0.7171,'-,"0.0934 unit increase",[0.064-0.123],"BORCS7, BORCS7-ASMT",Hypertension,hypertension,GCST007707,10:102856906
rs35444-<b>A</b>,"4 x 10-10",(Japanese),0.7453,'-,"0.0934 unit increase",[0.064-0.123],"AC078880.1, AC008125.1",Hypertension,hypertension,GCST007707,12:115114632
rs4684242-<b>C</b>,"2 x 10-11",(Japanese),0.3541,'-,"0.0935 unit increase",[0.066-0.121],FGD5,Hypertension,hypertension,GCST007707,3:14853598
rs4980389-<b>A</b>,"2 x 10-8",(Japanese),0.7747,'-,"0.0947 unit increase",[0.062-0.128],LSP1,Hypertension,hypertension,GCST007707,11:1871355
rs12129649-<b>T</b>,"3 x 10-13",(Japanese),0.4079,'-,"0.1011 unit increase",[0.074-0.128],MOV10,Hypertension,hypertension,GCST007707,1:112688881
rs11191548-<b>T</b>,"1 x 10-12",(Japanese),0.7382,'-,"0.1064 unit increase",[0.077-0.136],CNNM2,Hypertension,hypertension,GCST007707,10:103086421
rs13149993-<b>A</b>,"3 x 10-15",(Japanese),0.3296,'-,"0.1098 unit increase",[0.083-0.137],"FGF5, PRDM8",Hypertension,hypertension,GCST007707,4:80237391
rs11191580-<b>T</b>,"2 x 10-13",(Japanese),0.7386,'-,"0.1102 unit increase",[0.081-0.139],NT5C2,Hypertension,hypertension,GCST007707,10:103146454
rs17514846-<b>A</b>,"3 x 10-9",(Japanese),0.1441,'-,"0.1125 unit increase",[0.075-0.15],FURIN,Hypertension,hypertension,GCST007707,15:90873320
rs11191593-<b>T</b>,"6 x 10-13",(Japanese),0.7392,'-,"0.1142 unit increase",[0.083-0.145],NT5C2,Hypertension,hypertension,GCST007707,10:103179458
rs72806698-<b>T</b>,"5 x 10-6",(Japanese),0.0665,'-,"0.1232 unit increase",[0.07-0.176],EML6,Hypertension,hypertension,GCST007707,2:54742242
rs3790604-<b>A</b>,"9 x 10-23","(East Asian)",0.2976,'-,"0.1255 unit increase",[0.1-0.15],WNT2B,Hypertension,hypertension,GCST007707,1:112504257
rs1458038-<b>T</b>,"2 x 10-20",(Japanese),0.3374,'-,"0.1288 unit increase",[0.1-0.16],"FGF5, PRDM8",Hypertension,hypertension,GCST007707,4:80243569
rs10776752-<b>T</b>,"3 x 10-18",(Japanese),0.2989,'-,"0.1295 unit increase",[0.1-0.16],WNT2B,Hypertension,hypertension,GCST007707,1:112501706
rs35021474-<b>C</b>,"2 x 10-13",(Japanese),0.799,'-,"0.131 unit increase",[0.096-0.166],KCNK3,Hypertension,hypertension,GCST007707,2:26693976
rs11099098-<b>T</b>,"2 x 10-21",(Japanese),0.3389,'-,"0.132 unit increase",[0.1-0.16],"FGF5, PRDM8",Hypertension,hypertension,GCST007707,4:80248758
rs9814480-<b>T</b>,"2 x 10-13",(Japanese),0.1239,'-,"0.1465 unit increase",[0.11-0.19],CACNA1D,Hypertension,hypertension,GCST007707,3:53556438
rs139293840-<b>A</b>,"8 x 10-9",(Japanese),0.0144,'-,"0.3548 unit increase",[0.23-0.48],RPTOR,Hypertension,hypertension,GCST007707,17:80556559
rs28403420-<b>A</b>,"4 x 10-7",,NR,2.2,'-,[1.62-2.98],MICALL2,"Resistance to antihypertensive treatment in hypertension","treatment-resistant hypertension, hypertension",GCST009103,7:1444262
rs150038731-<b>A</b>,"2 x 10-6",,NR,1.43,'-,[1.23-1.65],"AP003390.1, AP001994.1","Resistance to antihypertensive treatment in hypertension","treatment-resistant hypertension, hypertension",GCST009103,11:119744001
rs1908127-<b>A</b>,"2 x 10-6",,NR,1.28,'-,[1.15-1.41],"AC108052.1, AC105252.1","Resistance to antihypertensive treatment in hypertension","treatment-resistant hypertension, hypertension",GCST009103,4:133412285
rs79787332-<b>T</b>,"2 x 10-6",,NR,1.56,'-,[1.29-1.87],"AC004866.2, EIF4EP4","Resistance to antihypertensive treatment in hypertension","treatment-resistant hypertension, hypertension",GCST009103,7:81437154
rs12046278-<b>C</b>,"9 x 10-9",,0.354,1.09,'-,[1.06-1.13],CASZ1,"Resistance to antihypertensive treatment in hypertension","treatment-resistant hypertension, hypertension",GCST009101,1:10739520
rs2820037-<b>T</b>,"8 x 10-7",,0.14,1.54,'-,[1.03-2.31],"CHRM3, AC093426.1",Hypertension,hypertension,GCST000041,1:239273242
rs2398162-<b>A</b>,"6 x 10-6",,0.74,1.31,'-,[1.03-1.67],"NR2F2-AS1, AC012409.2",Hypertension,hypertension,GCST000041,15:96287321
rs35529250-<b>T</b>,"8 x 10-7",,0.0068,'-,"4.938 z score decrease",'-,RBM47,Hypertension,hypertension,GCST006023,4:40426074
rs9349379-<b>A</b>,"5 x 10-6",,0.5966,'-,"4.583 z score increase",'-,PHACTR1,Hypertension,hypertension,GCST006023,6:12903725
rs4728142-<b>A</b>,"3 x 10-7",,0.4267,'-,"5.155 z score decrease",'-,"AC025594.1, IRF5",Hypertension,hypertension,GCST006023,7:128933913
rs4387287-<b>A</b>,"2 x 10-8",,0.189,'-,"5.583 z score increase",'-,STN1,Hypertension,hypertension,GCST006023,10:103918139
rs11229457-<b>T</b>,"6 x 10-8",,0.2272,'-,"5.432 z score decrease",'-,OR5B12,Hypertension,hypertension,GCST006023,11:58439730
rs7302981-<b>A</b>,"7 x 10-10",,0.3502,'-,"6.17 z score increase",'-,"CERS5, AC074032.1",Hypertension,hypertension,GCST006023,12:50144032
rs1126464-<b>C</b>,"3 x 10-7",,0.2378,'-,"5.129 z score increase",'-,DPEP1,Hypertension,hypertension,GCST006023,16:89637957
rs7406910-<b>T</b>,"1 x 10-6",,0.1026,'-,"4.814 z score decrease",'-,HOXB7,Hypertension,hypertension,GCST006023,17:48610894
rs8068318-<b>T</b>,"3 x 10-12",,0.6823,'-,"6.959 z score increase",'-,"TBX2-AS1, TBX2",Hypertension,hypertension,GCST006023,17:61406405
rs167479-<b>T</b>,"3 x 10-15",,0.4727,'-,"7.876 z score decrease",'-,RGL3,Hypertension,hypertension,GCST006023,19:11416089
rs13333226-<b>A</b>,"6 x 10-8",(EA),0.8083,'-,"5.422 z score increase",'-,UMOD,Hypertension,hypertension,GCST006023,16:20354332
rs2972146-<b>T</b>,"2 x 10-7",,0.6548,'-,"5.224 z score increase",'-,"MIR5702, AC062015.1",Hypertension,hypertension,GCST006023,2:226235982
rs1799945-<b>G</b>,"2 x 10-10",,0.14,'-,"0.095 unit increase",[NR],HFE,Hypertension,hypertension,GCST001238,6:26090951
rs1173771-<b>G</b>,"3 x 10-10",,0.60,'-,"0.062 unit increase",[NR],"AC025459.1, NPR3",Hypertension,hypertension,GCST001238,5:32814922
rs932764-<b>G</b>,"9 x 10-9",,0.44,'-,"0.055 unit increase",[NR],PLCE1,Hypertension,hypertension,GCST001238,10:94136183
rs4373814-<b>G</b>,"9 x 10-8",,0.55,'-,"0.046 unit decrease",[NR],"SLC39A12, CACNB2",Hypertension,hypertension,GCST001238,10:18131043
rs11953630-<b>T</b>,"2 x 10-7",,0.37,'-,"0.052 unit decrease",[NR],"AC091979.1, LINC02227",Hypertension,hypertension,GCST001238,5:158418394
rs2932538-<b>G</b>,"3 x 10-7",,0.75,'-,"0.049 unit increase",[NR],MOV10,Hypertension,hypertension,GCST001238,1:112673921
rs805303-<b>G</b>,"1 x 10-10",,0.61,'-,"0.054 unit increase",[NR],BAG6,Hypertension,hypertension,GCST001238,6:31648589
rs13107325-<b>T</b>,"5 x 10-7",,0.05,'-,"0.105 unit decrease",[NR],SLC39A8,Hypertension,hypertension,GCST001238,4:102267552
rs2521501-<b>T</b>,"7 x 10-7",,0.31,'-,"0.059 unit increase",[NR],FES,Hypertension,hypertension,GCST001238,15:90894158
rs6015450-<b>G</b>,"4 x 10-14",,0.12,'-,"0.11 unit increase",[NR],ZNF831,Hypertension,hypertension,GCST001238,20:59176062
rs633185-<b>G</b>,"5 x 10-11",,0.28,'-,"0.07 unit decrease",[NR],ARHGAP42,Hypertension,hypertension,GCST001238,11:100722807
rs897876-<b>T</b>,"2 x 10-7","(Nighttime PP)",0.406,'-,"1.036 unit increase",[0.45-1.62],AC007389.1,"Pulse pressure in young-onset hypertension","pulse pressure measurement, early onset hypertension",GCST002470,2:65564447
"rs10495809-<b>?</b>, rs9308945-<b>?</b>, rs6729869-<b>?</b>, rs6711736-<b>?</b>","3 x 10-10",,NR,'-,'-,'-,"LINC01320; LINC01320; LINC01320; LINC01320","Hypertension (young onset)","early onset hypertension",GCST000390,2:34080190|2:34059785|2:34060127|2:34059917
rs2217560-<b>G</b>,"7 x 10-10",,0.069,1.97,'-,[1.59-2.45],"AC069114.1, CBLN2","Pulmonary arterial hypertension (without BMPR2 mutations)","pulmonary arterial hypertension",GCST001908,18:72483704
rs13144136-<b>?</b>,"1 x 10-6",,0.34,1.47,'-,[1.25-1.72],CLNK,"Resistance to antihypertensive treatment in hypertension","treatment-resistant hypertension",GCST004163,4:10665285
rs7016717-<b>G</b>,"7 x 10-6",,0.89,1.77,'-,1.38-2.27,"AC084706.1, AC062004.1","Resistance to antihypertensive treatment in hypertension","treatment-resistant hypertension",GCST004163,8:77718131
rs12752401-<b>?</b>,"8 x 10-6",,0.07,2,'-,[1.47-2.78],"AC114485.1, AC099567.1","Resistance to antihypertensive treatment in hypertension","treatment-resistant hypertension",GCST004163,1:102501594
rs6750839-<b>?</b>,"8 x 10-6",,0.08,2.33,'-,[1.56-3.45],"SEPHS1P7, AC010982.2","Resistance to antihypertensive treatment in hypertension","treatment-resistant hypertension",GCST004163,2:114183592
rs73007615-<b>?</b>,"3 x 10-6",,0.16,1.61,'-,[1.32-1.96],"RN7SKP93, AC092623.1","Resistance to antihypertensive treatment in hypertension","treatment-resistant hypertension",GCST004163,2:133753378
