"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession",Location
rs2075650-<b>G</b>,"5 x 10-36",,0.20,2.94,'-,[2.48-3.47],TOMM40,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST000808,19:44892362
rs6859-<b>A</b>,"1 x 10-7",,0.46,1.41,'-,[1.24-1.60],NECTIN2,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST000808,19:44878777
rs11754661-<b>A</b>,"2 x 10-10",,0.07,2.1,'-,[1.67-2.64],MTHFD1L,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST000808,6:150885942
rs17006206-<b>G</b>,"2 x 10-6",,0.10,2.05,'-,[1.52-2.76],SLC4A1AP,"Alzheimer's disease","Alzheimer's disease",GCST001342,2:27684606
rs956225-<b>A</b>,"9 x 10-6",,NR,3.33,'-,[1.96-5.56],HAS2-AS1,"Alzheimer's disease","Alzheimer's disease",GCST001342,8:121897448
rs340849-<b>?</b>,"8 x 10-6",,NR,1.69,'-,[1.33-2.13],PROX1-AS1,"Alzheimer's disease","Alzheimer's disease",GCST001342,1:213944747
rs11889338-<b>A</b>,"9 x 10-6",,0.26,1.55,'-,[1.28-1.88],"ZFYVE9P2, RN7SKP168","Alzheimer's disease","Alzheimer's disease",GCST001342,2:17246318
rs2221154-<b>?</b>,"3 x 10-6",,NR,1.75,'-,[1.39-2.22],"AC098650.1, RBMS3","Alzheimer's disease","Alzheimer's disease",GCST001342,3:28887369
rs1923775-<b>T</b>,"6 x 10-6",,0.25,1.6,'-,[1.30-1.95],"HAUS3, POLN","Alzheimer's disease","Alzheimer's disease",GCST001342,4:2101369
rs10273775-<b>G</b>,"9 x 10-6",,0.42,1.52,'-,[1.27-1.84],CNTNAP2,"Alzheimer's disease","Alzheimer's disease",GCST001342,7:147200311
rs10850408-<b>?</b>,"9 x 10-7",,NR,1.59,'-,[1.32-1.92],"AC009804.1, AC008125.1","Alzheimer's disease","Alzheimer's disease",GCST001342,12:114942588
rs912330-<b>?</b>,"4 x 10-6",,NR,1.85,'-,[1.43-2.44],STK24,"Alzheimer's disease","Alzheimer's disease",GCST001342,13:98479040
rs6859-<b>A</b>,"5 x 10-7",,NR,1.58,'-,[NR],NECTIN2,"Alzheimer's disease","Alzheimer's disease",GCST001342,19:44878777
rs17511627-<b>C</b>,"5 x 10-6",,0.17,1.75,'-,[1.37-2.22],"ATP8A2P3, RNF6","Alzheimer's disease","Alzheimer's disease",GCST001342,13:26150190
rs12989701-<b>?</b>,"3 x 10-10",,NR,1.23,'-,[NR],"AC110926.2, BIN1","Alzheimer's disease (late onset)","Alzheimer's disease",GCST000986,2:127130409
rs744373-<b>?</b>,"1 x 10-10",,NR,1.19,'-,[NR],"AC110926.2, BIN1","Alzheimer's disease (late onset)","Alzheimer's disease",GCST000986,2:127137039
rs2061333-<b>?</b>,"2 x 10-6",,NR,'-,'-,'-,AC021092.1,"Alzheimer's disease","Alzheimer's disease",GCST000310,19:44110055
rs11610206-<b>?</b>,"3 x 10-7",,NR,'-,'-,'-,AC008083.2,"Alzheimer's disease","Alzheimer's disease",GCST000310,12:47245743
rs12044355-<b>?</b>,"9 x 10-6",,NR,'-,'-,'-,"DISC1, TSNAX-DISC1","Alzheimer's disease","Alzheimer's disease",GCST000310,1:231708601
rs11023139-<b>?</b>,"7 x 10-11",,0.05,'-,"0.31 unit decrease",'-,SPON1,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,11:14202800
rs326946-<b>?</b>,"7 x 10-7",,0.17,'-,"0.16 unit decrease",'-,ARHGAP20,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,11:110628530
rs147845115-<b>?</b>,"3 x 10-7",,0.03,'-,"0.29 unit decrease",'-,SLC4A8,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,12:51484976
rs61144803-<b>?</b>,"5 x 10-8",,0.04,'-,"0.16 unit decrease",'-,CRADD,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,12:93841389
rs1399439-<b>?</b>,"4 x 10-7",,0.04,'-,"0.2 unit decrease",'-,ANO4,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,12:100827461
rs143258881-<b>?</b>,"7 x 10-8",,0.03,'-,"0.29 unit decrease",'-,GPC6,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,13:93293605
rs17393344-<b>?</b>,"2 x 10-8",,0.06,'-,"0.26 unit decrease",'-,MYO16,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,13:108821598
rs115102486-<b>?</b>,"2 x 10-8",,0.03,'-,"0.31 unit decrease",'-,CLMN,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,14:95298227
rs74006954-<b>?</b>,"3 x 10-7",,0.03,'-,"0.28 unit decrease",'-,GABRG3,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,15:27467498
rs17301739-<b>?</b>,"2 x 10-6",,0.07,'-,"0.28 unit decrease",'-,"ALDH1A2, LIPC-AS1, LIPC","Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,15:58438440
rs8045064-<b>?</b>,"4 x 10-8",,0.05,'-,"0.21 unit decrease",'-,"LINC01567, TNRC6A","Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,16:24664268
rs9934540-<b>?</b>,"4 x 10-7",,0.03,'-,"0.25 unit decrease",'-,VAT1L,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,16:77842866
rs4794202-<b>?</b>,"8 x 10-8",,0.08,'-,"0.19 unit decrease",'-,SP6,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,17:47853173
rs117964204-<b>?</b>,"1 x 10-9",,0.04,'-,"0.28 unit decrease",'-,CACNA1G,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,17:50614721
rs72832584-<b>?</b>,"1 x 10-11",,0.05,'-,"0.3 unit decrease",'-,BCAS3,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,17:61215075
rs7245858-<b>?</b>,"2 x 10-6",,0.04,'-,"0.28 unit decrease",'-,PPIAP59,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,19:50927340
rs34972666-<b>?</b>,"3 x 10-8",,0.11,'-,"0.23 unit decrease",'-,TGM6,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,20:2404326
rs75617873-<b>?</b>,"5 x 10-7",,0.03,'-,"0.17 unit decrease",'-,PARVB,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,22:44130225
rs17172199-<b>?</b>,"1 x 10-6",,0.08,'-,"0.28 unit decrease",'-,HECW1,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,7:43337677
rs2421847-<b>?</b>,"9 x 10-7",,0.04,'-,"0.26 unit decrease",'-,PRRC2C,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,1:171588461
rs12091371-<b>?</b>,"7 x 10-8",,0.07,'-,"0.17 unit decrease",'-,FMN2,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,1:240441752
rs6738962-<b>?</b>,"1 x 10-8",,0.04,'-,"0.18 unit decrease",'-,CTNNA2,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,2:80054047
rs78022502-<b>?</b>,"2 x 10-6",,0.06,'-,"0.23 unit decrease",'-,LIMS2,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,2:127638592
rs538867-<b>?</b>,"1 x 10-7",,0.03,'-,"0.26 unit decrease",'-,MOBP,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,3:39471787
rs78647349-<b>?</b>,"5 x 10-7",,0.04,'-,"0.3 unit decrease",'-,STK32B,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,4:5235426
rs340635-<b>?</b>,"2 x 10-7",,0.03,'-,"0.23 unit decrease",'-,AFF1,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,4:87010252
rs4700060-<b>?</b>,"1 x 10-8",,0.1,'-,"0.21 unit decrease",'-,ANKRD55,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,5:56214829
rs112724034-<b>?</b>,"9 x 10-13",,0.03,'-,"0.31 unit decrease",'-,PGAM5P1,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,5:109885325
rs77636885-<b>?</b>,"2 x 10-6",,0.03,'-,"0.3 unit decrease",'-,CAMK4,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,5:111383489
rs116348108-<b>?</b>,"9 x 10-7",,0.04,'-,"0.28 unit decrease",'-,DMXL1,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,5:119099432
rs143954261-<b>?</b>,"8 x 10-7",,0.04,'-,"0.29 unit decrease",'-,MEGF10,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,5:127393758
rs146579248-<b>?</b>,"4 x 10-7",,0.04,'-,"0.21 unit decrease",'-,LINC01184,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,5:128046610
rs148763909-<b>?</b>,"1 x 10-8",,0.03,'-,"0.15 unit decrease",'-,SAP30L,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,5:154457546
rs117780815-<b>?</b>,"6 x 10-7",,0.03,'-,"0.31 unit decrease",'-,NKAIN2,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,6:124005082
rs11154851-<b>?</b>,"1 x 10-8",,0.04,'-,"0.25 unit decrease",'-,"AL138828.1, PDE7B","Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,6:136046867
rs75253868-<b>?</b>,"2 x 10-6",,0.03,'-,"0.26 unit decrease",'-,PLEKHG1,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,6:150781694
rs58370486-<b>?</b>,"6 x 10-11",,0.03,'-,"0.36 unit decrease",'-,BZW2,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,7:16668236
rs1861525-<b>?</b>,"2 x 10-7",,0.03,'-,"0.25 unit decrease",'-,CYCS,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,7:25121983
rs2392492-<b>?</b>,"1 x 10-6",,0.04,'-,"0.32 unit decrease",'-,ELMO1,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,7:37325592
rs11770757-<b>?</b>,"5 x 10-7",,0.04,'-,"0.16 unit decrease",'-,EXOC4,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,7:134063193
rs73660619-<b>?</b>,"8 x 10-7",,0.06,'-,"0.26 unit decrease",'-,CSMD1,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,8:3230651
rs7009219-<b>?</b>,"5 x 10-7",,0.06,'-,"0.16 unit decrease",'-,"AC103831.1, ST18","Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,8:52301705
rs4836694-<b>?</b>,"7 x 10-7",,0.11,'-,"0.21 unit decrease",'-,NCS1,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,9:130177513
rs118048115-<b>?</b>,"6 x 10-7",,0.04,'-,"0.34 unit decrease",'-,PLPP4,"Alzheimer's disease (cognitive decline)","Alzheimer's disease",GCST001915,10:120519964
APOE-<b>E3</b>,"4 x 10-9",,NR,'-,'-,'-,'-,"Alzheimer's disease","Alzheimer's disease",GCST001372,"Mapping not available"
APOE-<b>E4</b>,"7 x 10-16",,NR,'-,'-,'-,'-,"Alzheimer's disease","Alzheimer's disease",GCST001372,"Mapping not available"
rs4298437-<b>A</b>,"2 x 10-6",,0.26,'-,'-,'-,RELN,"Alzheimer's disease","Alzheimer's disease",GCST000676,7:103985430
rs11782819-<b>?</b>,"3 x 10-6",,NR,'-,'-,'-,"AC104964.1, AC104964.2","Alzheimer's disease","Alzheimer's disease",GCST000676,8:10477271
rs157580-<b>?</b>,"1 x 10-40",,NR,'-,'-,'-,TOMM40,"Alzheimer's disease","Alzheimer's disease",GCST000313,19:44892009
rs11961710-<b>A</b>,"7 x 10-7","(between families)",NR,'-,"4.95 unit increase",'-,"LINC02518, AL589684.1","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,6:113399037
rs17062407-<b>A</b>,"2 x 10-7","(between families)",NR,'-,"5.2 unit increase",'-,EYA4,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,6:133383011
rs4896030-<b>A</b>,"6 x 10-7","(between families)",NR,'-,"4.988 unit increase",'-,SGK1,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,6:134242215
rs17069431-<b>T</b>,"6 x 10-7","(between families)",NR,'-,"4.994 unit increase",'-,AL050338.1,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,6:139874946
rs34804891-<b>T</b>,"6 x 10-8","(between families)",NR,'-,"5.425 unit increase",'-,SNX9,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,6:157844754
rs116886320-<b>A</b>,"3 x 10-7","(between families)",NR,'-,"5.116 unit increase",'-,TULP4,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,6:158508928
rs183600932-<b>T</b>,"1 x 10-8","(between families)",NR,'-,"5.706 unit increase",'-,PHF14,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,7:11018769
rs12374991-<b>T</b>,"5 x 10-7","(between families)",NR,'-,"5.046 unit increase",'-,AC004160.1,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,7:11188315
rs56357845-<b>A</b>,"7 x 10-7","(between families)",NR,'-,"4.958 unit increase",'-,"AC004593.2, CHN2","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,7:29210652
rs138090874-<b>A</b>,"4 x 10-8","(between families)",NR,'-,"5.511 unit increase",'-,"AC006398.1, AC006380.1","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,7:31262777
rs11773349-<b>A</b>,"6 x 10-7","(between families)",NR,'-,"4.991 unit decrease",'-,"AC073210.3, MTDHP1","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,7:64946786
rs118071777-<b>A</b>,"7 x 10-7","(between families)",NR,'-,"4.951 unit increase",'-,AC002069.2,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,7:88614935
rs75290158-<b>A</b>,"8 x 10-7","(between families)",NR,'-,"4.943 unit increase",'-,DLX5,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,7:97023147
rs62496419-<b>A</b>,"5 x 10-7","(between families)",NR,'-,"5.027 unit increase",'-,"AP1S2P1, AC073900.1","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,7:97350347
rs12706411-<b>T</b>,"8 x 10-7","(between families)",NR,'-,"4.928 unit increase",'-,"AC004594.1, CADPS2","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,7:122425165
rs71574743-<b>T</b>,"1 x 10-7","(between families)",NR,'-,"5.329 unit increase",'-,"IQUB, LYPLA1P1","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,7:123404453
rs116932763-<b>A</b>,"2 x 10-7","(between families)",NR,'-,"5.171 unit increase",'-,"AC004877.2, ZNF862","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,7:149851920
rs191603973-<b>C</b>,"7 x 10-7","(between families)",NR,'-,"4.962 unit decrease",'-,INSIG1,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,7:155309976
rs61510607-<b>T</b>,"5 x 10-7","(between families)",NR,'-,"5.012 unit decrease",'-,AC008060.3,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,7:155432020
rs188420713-<b>T</b>,"2 x 10-10","(between families)",NR,'-,"6.328 unit increase",'-,"AC091182.1, SMARCE1P4","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,8:37276671
rs4557697-<b>A</b>,"8 x 10-9","(between families)",NR,'-,"5.761 unit decrease",'-,NKAIN3,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,8:62931072
rs191342285-<b>A</b>,"2 x 10-7","(between families)",NR,'-,"5.233 unit decrease",'-,"C8orf44-SGK3, SGK3","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,8:66786417
rs182838111-<b>T</b>,"2 x 10-7","(between families)",NR,'-,"5.233 unit increase",'-,PPP1R42,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,8:66977235
rs192093332-<b>A</b>,"2 x 10-7","(between families)",NR,'-,"5.179 unit decrease",'-,"AC090132.1, AC090132.2","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,8:83267319
rs76070545-<b>T</b>,"1 x 10-7","(between families)",NR,'-,"5.262 unit decrease",'-,"FZD6, CTHRC1","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,8:103359219
rs11742761-<b>A</b>,"3 x 10-7","(between families)",NR,'-,"5.107 unit decrease",'-,FGF10,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,5:44301065
rs190204665-<b>T</b>,"1 x 10-7","(between families)",NR,'-,"5.259 unit increase",'-,"F2RL1, F2R","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,5:76793184
rs116300850-<b>T</b>,"7 x 10-7","(between families)",NR,'-,"4.963 unit increase",'-,WDR41,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,5:77556409
rs186292051-<b>T</b>,"2 x 10-7","(between families)",NR,'-,"5.17 unit increase",'-,MEF2C-AS1,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,5:89030013
rs141568462-<b>T</b>,"2 x 10-7","(between families)",NR,'-,"5.183 unit decrease",'-,MEF2C-AS1,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,5:89179048
rs9293513-<b>A</b>,"5 x 10-7","(between families)",NR,'-,"5.035 unit increase",'-,MEF2C-AS1,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,5:89337967
rs77780208-<b>A</b>,"9 x 10-7","(between families)",NR,'-,"4.917 unit increase",'-,"RNA5SP189, AC099520.1","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,5:105543433
rs4705644-<b>A</b>,"9 x 10-7","(between families)",NR,'-,"4.905 unit decrease",'-,KCNN2,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,5:114241467
rs77296444-<b>A</b>,"2 x 10-7","(between families)",NR,'-,"5.183 unit increase",'-,"LINC02214, RPS17P2","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,5:116719736
rs190338033-<b>A</b>,"2 x 10-7","(between families)",NR,'-,"5.167 unit increase",'-,"AC008550.1, AC008574.1","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,5:119985478
rs7702102-<b>A</b>,"5 x 10-7","(between families)",NR,'-,"5.034 unit decrease",'-,"AC113410.1, ZCCHC10","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,5:132994460
rs188951355-<b>T</b>,"9 x 10-7","(between families)",NR,'-,"4.911 unit increase",'-,AC016598.2,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,5:143553786
rs2962508-<b>T</b>,"4 x 10-8","(between families)",NR,'-,"5.499 unit increase",'-,LARS1,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,5:146158952
rs186127414-<b>A</b>,"2 x 10-7","(between families)",NR,'-,"5.17 unit increase",'-,G3BP1,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,5:151801825
rs143766413-<b>C</b>,"5 x 10-7","(between families)",NR,'-,"5.024 unit increase",'-,"AC026688.1, CIR1P1","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,5:154557919
rs61142792-<b>T</b>,"4 x 10-7","(between families)",NR,'-,"5.083 unit increase",'-,"AC139795.3, TMED9","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,5:177556462
rs188911996-<b>A</b>,"2 x 10-8","(between families)",NR,'-,"5.578 unit increase",'-,KDM1B,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,6:18173684
rs62400067-<b>T</b>,"4 x 10-7","(between families)",NR,'-,"5.092 unit increase",'-,CDKAL1,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,6:20592753
rs543844-<b>A</b>,"1 x 10-7","(between families)",NR,'-,"5.323 unit decrease",'-,"CDC5L, AL136140.1","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,6:44457063
rs185968827-<b>A</b>,"2 x 10-7","(between families)",NR,'-,"5.158 unit increase",'-,DST,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,6:56843712
rs140996952-<b>T</b>,"9 x 10-7","(between families)",NR,'-,"4.912 unit decrease",'-,KHDRBS2-OT1,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,6:61662196
rs36099249-<b>T</b>,"7 x 10-8","(between families)",NR,'-,"5.39 unit decrease",'-,COL12A1,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,6:75180632
rs6908580-<b>T</b>,"3 x 10-7","(between families)",NR,'-,"5.099 unit decrease",'-,"AL590635.1, AL590814.2","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,6:91867653
rs140633572-<b>A</b>,"5 x 10-7","(between families)",NR,'-,"5.03 unit decrease",'-,"LINC02532, CD24","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,6:106832060
rs847012-<b>C</b>,"3 x 10-7","(within families)",NR,'-,"5.096 unit increase",'-,"SOBP, AL096816.1","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,6:107689329
rs189590409-<b>A</b>,"2 x 10-7","(between families)",NR,'-,"5.243 unit increase",'-,"AC046174.1, AC103993.1","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,8:113715373
rs149038799-<b>A</b>,"7 x 10-8","(between families)",NR,'-,"5.382 unit increase",'-,"LINC01151, SMILR","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,8:122446223
rs118152978-<b>A</b>,"2 x 10-10","(between families)",NR,'-,"6.359 unit decrease",'-,"AC084116.2, AC087667.1","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,8:126341293
rs10975167-<b>T</b>,"8 x 10-7","(between families)",NR,'-,"4.928 unit increase",'-,"AL162253.2, PDCD1LG2","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,9:5538407
rs147338646-<b>A</b>,"5 x 10-7","(within families)",NR,'-,"5.009 unit increase",'-,AL353595.1,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,9:11812813
rs78496360-<b>A</b>,"5 x 10-7","(between families)",NR,'-,"5.026 unit decrease",'-,"MTATP6P30, LINC01243","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,9:31499715
rs147213018-<b>A</b>,"2 x 10-7","(between families)",NR,'-,"5.213 unit increase",'-,"ATP5MFP3, RFC5P1","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,9:77060964
