"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession",Location
rs10857147-<b>A</b>,"1 x 10-14",,0.722,'-,"0.055 unit decrease",[0.041-0.069],"FGF5, PRDM8","Coronary artery disease","coronary artery disease",GCST005194,4:80259918
rs964184-<b>C</b>,"8 x 10-15",,0.861,'-,"0.071 unit decrease",[0.053-0.089],ZPR1,"Coronary artery disease","coronary artery disease",GCST005194,11:116778201
rs12414777-<b>T</b>,"2 x 10-12",,0.201,'-,"0.055 unit decrease",[0.039-0.071],CNNM2,"Coronary artery disease","coronary artery disease",GCST005194,10:102938024
rs655720-<b>T</b>,"8 x 10-12",,0.72,'-,"0.049 unit increase",[0.035-0.063],STAG1,"Coronary artery disease","coronary artery disease",GCST005194,3:136384425
rs7678555-<b>A</b>,"3 x 10-15",,0.717,'-,"0.056 unit decrease",[0.042-0.07],"AC097173.3, LINC02502","Coronary artery disease","coronary artery disease",GCST005194,4:119988346
rs57481061-<b>C</b>,"9 x 10-14",,0.825,'-,"0.061 unit decrease",[0.045-0.077],ATP2B1,"Coronary artery disease","coronary artery disease",GCST005194,12:89625401
rs16986953-<b>A</b>,"1 x 10-15",,0.116,'-,"0.086 unit increase",[0.064-0.108],"CISD1P1, AC019055.1","Coronary artery disease","coronary artery disease",GCST005194,2:19742712
rs12930452-<b>A</b>,"1 x 10-15",,0.422,'-,"0.052 unit decrease",[0.038-0.066],"CFDP1, AC009163.5","Coronary artery disease","coronary artery disease",GCST005194,16:75428157
rs12133641-<b>A</b>,"3 x 10-11",,0.603,'-,"0.043 unit increase",[0.029-0.057],IL6R,"Coronary artery disease","coronary artery disease",GCST005194,1:154455807
rs8003602-<b>T</b>,"5 x 10-16",,0.269,'-,"0.061 unit decrease",[0.045-0.077],"CYP46A1, HHIPL1","Coronary artery disease","coronary artery disease",GCST005194,14:99682624
rs10131519-<b>T</b>,"4 x 10-8",,0.801,'-,"0.043 unit decrease",[0.027-0.059],EML1,"Coronary artery disease","coronary artery disease",GCST005194,14:99892957
rs7214663-<b>A</b>,"6 x 10-9",,0.568,'-,"0.053 unit decrease",[0.035-0.071],GIP,"Coronary artery disease","coronary artery disease",GCST005194,17:48960409
rs191896574-<b>T</b>,"4 x 10-9",,0.982,'-,"0.162 unit increase",[0.11-0.22],"B4GALNT2, AC069454.1","Coronary artery disease","coronary artery disease",GCST005194,17:49148374
rs7502499-<b>A</b>,"1 x 10-12",,0.311,'-,"0.043 unit increase",[0.031-0.055],"AC091180.6, PHB","Coronary artery disease","coronary artery disease",GCST005194,17:49412740
rs7500448-<b>A</b>,"2 x 10-16",,0.761,'-,"0.063 unit increase",[0.047-0.079],CDH13,"Coronary artery disease","coronary artery disease",GCST005194,16:83012185
rs62068034-<b>A</b>,"5 x 10-7",,0.983,'-,"0.118 unit decrease",[0.071-0.165],SMG6,"Coronary artery disease","coronary artery disease",GCST005194,17:2129018
rs7209460-<b>T</b>,"1 x 10-14",,0.688,'-,"0.053 unit increase",[0.039-0.067],SMG6,"Coronary artery disease","coronary artery disease",GCST005194,17:2145419
rs73045269-<b>T</b>,"1 x 10-14",,0.153,'-,"0.07 unit increase",[0.052-0.088],"CCDC97, TGFB1","Coronary artery disease","coronary artery disease",GCST005194,19:41319286
rs4803455-<b>A</b>,"4 x 10-17",,0.493,'-,"0.054 unit decrease",[0.042-0.066],TGFB1,"Coronary artery disease","coronary artery disease",GCST005194,19:41345604
rs4894803-<b>A</b>,"2 x 10-6",,0.611,'-,"0.031 unit decrease",[0.017-0.045],FNDC3B,"Coronary artery disease","coronary artery disease",GCST005194,3:172082466
rs1077534-<b>A</b>,"3 x 10-10",,0.866,'-,"0.059 unit decrease",[0.041-0.077],FGD5,"Coronary artery disease","coronary artery disease",GCST005194,3:14836067
rs148880716-<b>A</b>,"4 x 10-8",,0.001,'-,"0.503 unit increase",[0.32-0.68],"FGD5-AS1, FGD5","Coronary artery disease","coronary artery disease",GCST005194,3:14923130
rs190569784-<b>A</b>,"2 x 10-6",,0.012,'-,"0.165 unit decrease",[0.096-0.234],LINC01137,"Coronary artery disease","coronary artery disease",GCST005194,1:37407990
rs61776719-<b>A</b>,"1 x 10-9",,0.53,'-,"0.041 unit increase",[0.027-0.055],"RNU6-510P, FHL3","Coronary artery disease","coronary artery disease",GCST005194,1:37995647
rs7795996-<b>A</b>,"4 x 10-6",,0.657,'-,"0.027 unit increase",[0.015-0.039],TBXAS1,"Coronary artery disease","coronary artery disease",GCST005194,7:139995345
rs12500824-<b>A</b>,"4 x 10-10",,0.356,'-,"0.036 unit increase",[0.024-0.048],SHROOM3,"Coronary artery disease","coronary artery disease",GCST005194,4:76495474
rs11099493-<b>A</b>,"5 x 10-10",,0.694,'-,"0.043 unit increase",[0.029-0.057],RASGEF1B,"Coronary artery disease","coronary artery disease",GCST005194,4:81665896
rs1591805-<b>A</b>,"2 x 10-10",,0.491,'-,"0.041 unit increase",[0.027-0.055],AL356534.1,"Coronary artery disease","coronary artery disease",GCST005194,6:126395918
rs11840502-<b>A</b>,"1 x 10-9",,0.366,'-,"0.04 unit decrease",[0.026-0.054],PDS5B,"Coronary artery disease","coronary artery disease",GCST005194,13:32624572
rs604723-<b>T</b>,"3 x 10-9",,0.295,'-,"0.04 unit decrease",[0.026-0.054],ARHGAP42,"Coronary artery disease","coronary artery disease",GCST005194,11:100739815
rs4237540-<b>A</b>,"5 x 10-10",,0.548,'-,"0.04 unit decrease",[0.028-0.052],HTRA1,"Coronary artery disease","coronary artery disease",GCST005194,10:122477982
rs8053891-<b>A</b>,"3 x 10-6",,0.736,'-,"0.03 unit decrease",[0.018-0.042],PKD1L3,"Coronary artery disease","coronary artery disease",GCST005194,16:71963890
rs12999907-<b>A</b>,"2 x 10-11",,0.819,'-,"0.056 unit increase",[0.04-0.072],AC016766.1,"Coronary artery disease","coronary artery disease",GCST005194,2:164100741
rs4845570-<b>T</b>,"8 x 10-11",,0.832,'-,"0.058 unit increase",[0.04-0.076],TDRKH,"Coronary artery disease","coronary artery disease",GCST005194,1:151786628
rs9513112-<b>A</b>,"1 x 10-9",,0.334,'-,"0.04 unit increase",[0.026-0.054],FLT1,"Coronary artery disease","coronary artery disease",GCST005194,13:28423565
rs117709627-<b>T</b>,"3 x 10-6",,0.028,'-,"0.113 unit decrease",[0.066-0.16],"AL359741.1, CYP51A1P2","Coronary artery disease","coronary artery disease",GCST005194,13:28753140
rs12495221-<b>T</b>,"2 x 10-7",,0.656,'-,"0.035 unit increase",[0.021-0.049],"CDC25A, AC124916.1","Coronary artery disease","coronary artery disease",GCST005194,3:48137688
rs73082363-<b>T</b>,"6 x 10-9",,0.89,'-,"0.061 unit increase",[0.039-0.083],QRICH1,"Coronary artery disease","coronary artery disease",GCST005194,3:49092945
rs116843064-<b>A</b>,"1 x 10-11",,0.02,'-,"0.161 unit decrease",[0.11-0.21],ANGPTL4,"Coronary artery disease","coronary artery disease",GCST005194,19:8364439
rs59372292-<b>T</b>,"5 x 10-7",,0.22,'-,"0.039 unit increase",[0.023-0.055],HNRNPM,"Coronary artery disease","coronary artery disease",GCST005194,19:8481254
rs9469890-<b>T</b>,"1 x 10-10",,0.142,'-,"0.054 unit increase",[0.038-0.07],UHRF1BP1,"Coronary artery disease","coronary artery disease",GCST005194,6:34796205
rs113244441-<b>A</b>,"3 x 10-7",,0.09,'-,"0.058 unit decrease",[0.036-0.08],"FKBP5, AL033519.3","Coronary artery disease","coronary artery disease",GCST005194,6:35560913
rs17680741-<b>T</b>,"2 x 10-11",,0.715,'-,"0.047 unit increase",[0.033-0.061],TSPAN14,"Coronary artery disease","coronary artery disease",GCST005194,10:80491758
rs11698996-<b>C</b>,"2 x 10-7",,0.645,'-,"0.034 unit decrease",[0.02-0.048],GGT7,"Coronary artery disease","coronary artery disease",GCST005194,20:34861936
rs17228058-<b>A</b>,"4 x 10-17",,0.781,'-,"0.066 unit increase",[0.05-0.082],SMAD3,"Coronary artery disease","coronary artery disease",GCST005194,15:67157967
rs246600-<b>T</b>,"2 x 10-17",,0.464,'-,"0.048 unit increase",[0.036-0.06],ARHGAP26,"Coronary artery disease","coronary artery disease",GCST005194,5:143137332
rs10221742-<b>A</b>,"2 x 10-12",,0.237,'-,"0.054 unit decrease",[0.038-0.07],"TDRD15, AC067959.1","Coronary artery disease","coronary artery disease",GCST005194,2:21196778
rs9337951-<b>A</b>,"1 x 10-17",,0.315,'-,"0.062 unit increase",[0.048-0.076],JCAD,"Coronary artery disease","coronary artery disease",GCST005194,10:30028144
rs3732837-<b>A</b>,"5 x 10-16",,0.849,'-,"0.063 unit decrease",[0.047-0.079],MRAS,"Coronary artery disease","coronary artery disease",GCST005194,3:138403078
rs1169288-<b>A</b>,"8 x 10-19",,0.67,'-,"0.054 unit decrease",[0.042-0.066],"HNF1A-AS1, HNF1A","Coronary artery disease","coronary artery disease",GCST005194,12:120978847
rs6740322-<b>A</b>,"5 x 10-7",,0.801,'-,"0.04 unit decrease",[0.024-0.056],THADA,"Coronary artery disease","coronary artery disease",GCST005194,2:43334790
rs4299376-<b>T</b>,"5 x 10-17",,0.684,'-,"0.057 unit decrease",[0.043-0.071],ABCG8,"Coronary artery disease","coronary artery disease",GCST005194,2:43845437
rs1250259-<b>A</b>,"5 x 10-11",,0.726,'-,"0.048 unit decrease",[0.034-0.062],FN1,"Coronary artery disease","coronary artery disease",GCST005194,2:215435759
rs495828-<b>T</b>,"9 x 10-12",,0.202,'-,"0.06 unit increase",[0.042-0.078],"ABO, AL772161.2","Coronary artery disease","coronary artery disease",GCST005194,9:133279294
rs11057840-<b>A</b>,"2 x 10-13",,0.858,'-,"0.067 unit decrease",[0.049-0.085],SCARB1,"Coronary artery disease","coronary artery disease",GCST005194,12:124831509
rs10128951-<b>A</b>,"2 x 10-8",,0.373,'-,"0.039 unit increase",[0.025-0.053],SCARB1,"Coronary artery disease","coronary artery disease",GCST005194,12:124855901
rs3918226-<b>T</b>,"3 x 10-21",,0.072,'-,"0.122 unit increase",[0.097-0.147],NOS3,"Coronary artery disease","coronary artery disease",GCST005194,7:150993088
rs2880099-<b>A</b>,"1 x 10-10",,0.138,'-,"0.06 unit increase",[0.042-0.078],AC107208.1,"Coronary artery disease","coronary artery disease",GCST005194,4:155511216
rs13131930-<b>T</b>,"5 x 10-19",,0.257,'-,"0.065 unit decrease",[0.051-0.079],GUCY1A1,"Coronary artery disease","coronary artery disease",GCST005194,4:155693032
rs2166529-<b>T</b>,"2 x 10-22",,0.458,'-,"0.063 unit increase",[0.051-0.075],"PARTICL, RPSAP22","Coronary artery disease","coronary artery disease",GCST005194,2:85515052
rs6810798-<b>A</b>,"8 x 10-14",,0.202,'-,"0.06 unit decrease",[0.044-0.076],"MIR548G, AC010683.1","Coronary artery disease","coronary artery disease",GCST005194,4:147369666
rs17612693-<b>A</b>,"6 x 10-20",,0.151,'-,"0.079 unit increase",[0.061-0.097],"AC010683.1, PRMT5P1","Coronary artery disease","coronary artery disease",GCST005194,4:147444187
rs11617955-<b>A</b>,"4 x 10-17",,0.118,'-,"0.081 unit decrease",[0.061-0.101],COL4A1,"Coronary artery disease","coronary artery disease",GCST005194,13:110165755
rs4773141-<b>C</b>,"4 x 10-17",,0.637,'-,"0.06 unit decrease",[0.046-0.074],COL4A1,"Coronary artery disease","coronary artery disease",GCST005194,13:110302006
rs9515203-<b>T</b>,"6 x 10-24",,0.739,'-,"0.068 unit increase",[0.054-0.082],COL4A2,"Coronary artery disease","coronary artery disease",GCST005194,13:110397276
rs2107595-<b>A</b>,"4 x 10-24",,0.18,'-,"0.082 unit increase",[0.066-0.098],"TWIST1, HDAC9","Coronary artery disease","coronary artery disease",GCST005194,7:19009765
rs1412444-<b>T</b>,"3 x 10-22",,0.355,'-,"0.064 unit increase",[0.05-0.078],LIPA,"Coronary artery disease","coronary artery disease",GCST005194,10:89243170
rs10793514-<b>T</b>,"5 x 10-24",,0.355,'-,"0.067 unit decrease",[0.053-0.081],"LINC00841, AL137026.2","Coronary artery disease","coronary artery disease",GCST005194,10:44001523
rs2457480-<b>A</b>,"2 x 10-16",,0.896,'-,"0.106 unit increase",[0.081-0.131],"LINC00841, AL137026.2","Coronary artery disease","coronary artery disease",GCST005194,10:44244562
rs13118820-<b>A</b>,"1 x 10-10",,0.3641,'-,"0.042 unit increase",[0.029-0.055],AC107208.1,"Coronary artery disease","coronary artery disease",GCST005196,4:155515365
rs7692387-<b>A</b>,"4 x 10-22",,0.1904,'-,"0.0687 unit decrease",[0.055-0.083],GUCY1A1,"Coronary artery disease","coronary artery disease",GCST005196,4:155714157
rs145186794-<b>A</b>,"9 x 10-6",,0.9886,'-,"0.1419 unit decrease",[0.079-0.205],RAPGEF2,"Coronary artery disease","coronary artery disease",GCST005196,4:159118343
rs7696431-<b>T</b>,"3 x 10-8",,0.5093,'-,"0.0351 unit increase",[0.023-0.047],PALLD,"Coronary artery disease","coronary artery disease",GCST005196,4:168766574
rs4389656-<b>A</b>,"1 x 10-6",,0.3092,'-,"0.0328 unit decrease",[0.02-0.046],TENT4A,"Coronary artery disease","coronary artery disease",GCST005196,5:6753615
rs1508798-<b>T</b>,"5 x 10-13",,0.8131,'-,"0.0516 unit increase",[0.038-0.066],"AC026787.1, SNHG18","Coronary artery disease","coronary artery disease",GCST005196,5:9556582
rs459193-<b>A</b>,"2 x 10-7",,0.2603,'-,"0.0399 unit decrease",[0.025-0.055],"RPL26P19, C5orf67","Coronary artery disease","coronary artery disease",GCST005196,5:56510924
rs832540-<b>A</b>,"2 x 10-8",,0.609,'-,"0.0322 unit decrease",[0.021-0.044],AC008937.1,"Coronary artery disease","coronary artery disease",GCST005196,5:56903375
rs9283706-<b>C</b>,"2 x 10-7",,0.7519,'-,"0.0345 unit increase",[0.022-0.047],MAST4,"Coronary artery disease","coronary artery disease",GCST005196,5:66987692
rs10056811-<b>A</b>,"4 x 10-6",,0.3466,'-,"0.0274 unit increase",[0.016-0.039],"ANKRD31, AC008897.2","Coronary artery disease","coronary artery disease",GCST005196,5:75309395
rs113075218-<b>A</b>,"4 x 10-8",,0.1885,'-,"0.0448 unit increase",[0.029-0.061],SRFBP1,"Coronary artery disease","coronary artery disease",GCST005196,5:122026055
rs2081914-<b>C</b>,"6 x 10-8",,0.5164,'-,"0.0346 unit increase",[0.022-0.047],"CEP120, AC010493.1","Coronary artery disease","coronary artery disease",GCST005196,5:123337928
rs273909-<b>A</b>,"3 x 10-10",,0.8736,'-,"0.0534 unit decrease",[0.037-0.07],"MIR3936HG, SLC22A4","Coronary artery disease","coronary artery disease",GCST005196,5:132331660
rs246600-<b>T</b>,"2 x 10-17",,0.4635,'-,"0.048 unit increase",[0.037-0.059],ARHGAP26,"Coronary artery disease","coronary artery disease",GCST005196,5:143137332
rs9501744-<b>T</b>,"2 x 10-8",,0.1296,'-,"0.0553 unit decrease",[0.036-0.075],"FOXC1, GMDS","Coronary artery disease","coronary artery disease",GCST005196,6:1616908
rs742115-<b>T</b>,"4 x 10-7",,0.5118,'-,"0.0331 unit decrease",[0.02-0.046],NEDD9,"Coronary artery disease","coronary artery disease",GCST005196,6:11326788
rs9349379-<b>A</b>,"3 x 10-77",,0.5876,'-,"0.1205 unit decrease",[0.11-0.13],PHACTR1,"Coronary artery disease","coronary artery disease",GCST005196,6:12903725
rs2876643-<b>A</b>,"5 x 10-12",,0.3358,'-,"0.0458 unit increase",[0.033-0.059],"CASC15, AL033539.1","Coronary artery disease","coronary artery disease",GCST005196,6:22591296
rs9379774-<b>A</b>,"7 x 10-6",,0.8429,'-,"0.0384 unit decrease",[0.022-0.055],CARMIL1,"Coronary artery disease","coronary artery disease",GCST005196,6:25596815
rs2814993-<b>A</b>,"1 x 10-11",,0.1431,'-,"0.061 unit increase",[0.044-0.078],ILRUN,"Coronary artery disease","coronary artery disease",GCST005196,6:34651116
rs6930083-<b>A</b>,"5 x 10-7",,0.3436,'-,"0.029 unit decrease",[0.018-0.04],"AL121715.1, RNU1-88P","Coronary artery disease","coronary artery disease",GCST005196,6:36666379
rs10947789-<b>T</b>,"3 x 10-12",,0.7666,'-,"0.0462 unit increase",[0.033-0.059],KCNK5,"Coronary artery disease","coronary artery disease",GCST005196,6:39207146
rs10947789-<b>T</b>,"3 x 10-8",,0.7666,'-,"0.0413 unit increase",[0.027-0.056],KCNK5,"Coronary artery disease","coronary artery disease",GCST005196,6:39207146
rs1214752-<b>T</b>,"1 x 10-6",,0.4953,'-,"0.0305 unit decrease",[0.018-0.043],ABCC10,"Coronary artery disease","coronary artery disease",GCST005196,6:43428587
rs3895874-<b>A</b>,"1 x 10-9",,0.5552,'-,"0.0414 unit increase",[0.028-0.055],"AC091133.3, GIP","Coronary artery disease","coronary artery disease",GCST005196,17:48970506
rs16948048-<b>A</b>,"3 x 10-16",,0.6308,'-,"0.0534 unit decrease",[0.041-0.066],AC091180.3,"Coronary artery disease","coronary artery disease",GCST005196,17:49363104
rs8080784-<b>T</b>,"2 x 10-9",,0.8458,'-,"0.053 unit decrease",[0.036-0.07],BCAS3,"Coronary artery disease","coronary artery disease",GCST005196,17:60939664
rs2286526-<b>T</b>,"9 x 10-6",,0.6796,'-,"0.0282 unit increase",[0.016-0.041],"AC005746.2, TBX2-AS1","Coronary artery disease","coronary artery disease",GCST005196,17:61394696
rs1867624-<b>T</b>,"8 x 10-11",,0.6211,'-,"0.0369 unit increase",[0.026-0.048],"PECAM1, RPL31P57","Coronary artery disease","coronary artery disease",GCST005196,17:64309731
rs1801689-<b>A</b>,"8 x 10-6",,0.9693,'-,"0.0813 unit decrease",[0.046-0.117],APOH,"Coronary artery disease","coronary artery disease",GCST005196,17:66214462
rs4148005-<b>T</b>,"2 x 10-6",,0.6717,'-,"0.0286 unit decrease",[0.017-0.04],ABCA8,"Coronary artery disease","coronary artery disease",GCST005196,17:68886325
rs35489971-<b>A</b>,"1 x 10-7",,0.1972,'-,"0.0438 unit increase",[0.028-0.06],"RAB37, CD300LF","Coronary artery disease","coronary artery disease",GCST005196,17:74704804
rs1135889-<b>A</b>,"1 x 10-7",,0.2235,'-,"0.0403 unit decrease",[0.025-0.055],"AC087289.3, FBF1","Coronary artery disease","coronary artery disease",GCST005196,17:75930040
rs3813127-<b>A</b>,"2 x 10-6",,0.7292,'-,"0.0337 unit decrease",[0.02-0.048],"RPS4XP18, AC099849.1","Coronary artery disease","coronary artery disease",GCST005196,18:22457634
rs833509-<b>T</b>,"2 x 10-8",,0.28,'-,"0.0399 unit decrease",[0.026-0.054],"AC114684.1, AC016866.3","Coronary artery disease","coronary artery disease",GCST005196,18:49002417
rs2000813-<b>T</b>,"2 x 10-6",,0.2959,'-,"0.033 unit decrease",[0.019-0.047],LIPG,"Coronary artery disease","coronary artery disease",GCST005196,18:49567494
rs34633411-<b>T</b>,"6 x 10-9",,0.2444,'-,"0.0423 unit increase",[0.028-0.057],"RNU4-17P, AC090771.1","Coronary artery disease","coronary artery disease",GCST005196,18:60187461
rs116843064-<b>A</b>,"1 x 10-11",,0.0197,'-,"0.1609 unit decrease",[0.11-0.21],ANGPTL4,"Coronary artery disease","coronary artery disease",GCST005196,19:8364439
rs6511720-<b>T</b>,"5 x 10-41",,0.1167,'-,"0.1359 unit decrease",[0.12-0.16],LDLR,"Coronary artery disease","coronary artery disease",GCST005196,19:11091630
rs17616661-<b>A</b>,"2 x 10-8",,0.9144,'-,"0.0567 unit decrease",[0.037-0.076],KANK2,"Coronary artery disease","coronary artery disease",GCST005196,19:11192878
rs3745348-<b>T</b>,"7 x 10-8",,0.3114,'-,"0.0325 unit increase",[0.021-0.044],MYO9B,"Coronary artery disease","coronary artery disease",GCST005196,19:17101600
rs73015714-<b>C</b>,"8 x 10-14",,0.7954,'-,"0.0593 unit decrease",[0.044-0.075],"FCHO1, MAP1S","Coronary artery disease","coronary artery disease",GCST005196,19:17744954
